	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
12598	KDM3B	0.0245382381	0.0317717732	0.0414713999	0.058172937	0.0174420844	0.0146421123	0.0269061399
12599	KDM4A	0.0146806067	0.014441039	0.0076551763	0.010369984	0.0336835374	0.003119287	0.012832449
12600	KDM4A.AS1	0.003229418	0.0093327632	0	0	0	0.004461821	0
12601	KDM4B	0.0160473132	0.117103985	0.0072868815	0.019734037	0.047017293	0.0106781893	0.0282281931
12602	KDM4C	0.0433730911	0.0582421647	0.0173695041	0.0391339897	0.0375531697	0.0573533479	0.0324632924
12603	KDM4D	0	0	0.007467909	0.0023458332	0	0.0039461332	0.0029706049
12604	KDM4E	0	0	0	0	0	0	0
12605	KDM5A	0.0647521858	0.0737383517	0.0872677073	0.0736269084	0.1024218363	0.0961190842	0.0572414805
12606	KDM5B	0.0039416312	0.0123850966	0.0136250771	0.0165979849	0.0034580789	0.0114906951	0.0249819494
12607	KDM5C	0.009006963	0.0255921142	0.0126605576	0.0185772116	0.0266002249	0.0069472066	0.0205979407
12608	KDM5D	0.0334602595	0.0307616508	0.0170433188	0.0159220336	0.0226820202	0.0289500503	0.0089016763
12609	KDM6A	0.0170306621	0.0074364388	0	0.0094623838	0.0265970192	0.0130100549	0.0096298488
12610	KDM6B	0.0541786542	0.0198085826	0.0432699221	0.1007082895	0.0261354048	0.04474959	0.095874674
12611	KDM7A	0.0205755622	0.0222150222	0.0054646078	0.0140110413	0.0265722517	0.0129195331	0.0438454047
12612	KDM8	0.0045969751	0.0037387487	0.0037684689	0.0064564369	0.0060184219	0	0
12613	KDR	0	0	0	0	0	0	0
12614	KDSR	0.0637528072	0.0254940577	0.0992241123	0.0164535939	0.0213825445	0.1251690266	0.0282137005
12615	KEAP1	0.0320863709	0.0037586357	0.0249131843	0.029274475	0.0572606053	0.0442070604	0.0199473264
12616	KEL	0	0	0	0.0030351359	0	0	0
12617	KERA	0	0	0	0	0	0	0
12618	KHDC1	0.0029425836	0.0125349613	0.0078425526	0.0026445295	0.01350795	0	0
12619	KHDC1L	0	0	0	0	0	0	0
12620	KHDC3L	0	0	0	0	0	0	0
12621	KHDRBS1	0.3573723272	0.2040239801	0.3407740037	0.2501212427	0.294127823	0.3272926831	0.2862512249
12622	KHDRBS2	0	0.0107069357	0	0	0	0	0
12623	KHDRBS3	0	0	0	0	0	0	0
12624	KHK	0.0139588317	0	0.019088671	0.0181539904	0.0106630917	0.0183430605	0.0074151883
12625	KHNYN	0.0292460589	0.0425524535	0.0311914738	0.026626445	0.0434759508	0.071366848	0.0320826879
12626	KHSRP	0.0247500414	0.0320117164	0.0257646224	0.0359843669	0.0256726659	0.0127988778	0.0541290252
12627	KIAA0020	0.0640508395	0.0874810632	0.0390687937	0.011590247	0.0662080623	0.0519181116	0.0184154551
12628	KIAA0040	0.0908476502	0.2126619074	0.0801703892	0.0237316235	0.0243844039	0.050291624	0.0763886105
12629	KIAA0087	0	0	0	0	0	0	0
12630	KIAA0100	0.0117273601	0.0251223799	0.0136289662	0.0448397808	0.0313105854	0.0210118428	0.0559392167
12631	KIAA0101	0.0012348506	0.006315185	0.0218539378	0.0015708591	0.0078746471	0	0.0110956506
12632	KIAA0125	0.004671227	0.3980386989	0.0091413177	0.0051928965	0.006604559	0	0.0030247253
12633	KIAA0141	0.0278869423	0.0550282897	0.0225598837	0.0497551123	0.0422842144	0.0467444202	0.0354348461
12634	KIAA0195	0.0158615628	0.0130161818	0.0248089524	0.0116605485	0.0138161442	0.0192927499	0.012380393
12635	KIAA0196	0.0233962465	0.0176318204	0.2446617509	0.0216837591	0.045685251	0.0134654094	0.0335586642
12636	KIAA0196.AS1	0	0	0	0	0	0	0
12637	KIAA0226	0.0434801557	0.0543279322	0.0471795236	0.0277020926	0.0240469101	0.0191417528	0.0348213549
12638	KIAA0226L	0.0037374628	0.1470614873	0	0.0111308623	0.0091167193	0.0025240032	0.0158076669
12639	KIAA0232	0.0089153802	0.008804053	0.0094988784	0.0173306346	0.0223007818	0.0077355066	0.0326122203
12640	KIAA0247	0.0216231026	0.0314202457	0.0295354202	0.0417094287	0.0257933161	0.0262390402	0.041328411
12641	KIAA0319	0	0	0	0	0	0	0
12642	KIAA0319L	0.0310650225	0.0171505527	0.0322755078	0.0354726319	0.0491481533	0.053384423	0.0918985854
12643	KIAA0355	0.0357015578	0.0381235818	0.0375885124	0.0146347838	0.0048459367	0.0222331502	0.0266420708
12644	KIAA0368	0.0099902153	0.0270932818	0.0133243334	0.0217704408	0.0269839049	0.0164035007	0.0345041142
12645	KIAA0391	0.0013573762	0	0	0	0	0.0050663258	0
12646	KIAA0391.1	0.0065751046	0.005711413	0.0061658144	0	0.004588868	0	0
12647	KIAA0408	0	0	0	0	0	0	0
12648	KIAA0430	0.0286453548	0.0565934253	0.031063569	0.027755546	0.0394538089	0.0410639972	0.0211712495
12649	KIAA0513	0.011841856	0.0043811909	0.0039834649	0.0610021591	0	0.0065802646	0.0417537036
12650	KIAA0556	0.0036618835	0.0045026331	0.0048366547	0.0063540157	0.0159262525	0.0024340349	0.0014181091
12651	KIAA0586	0.0117748466	0.0037586357	0.0173383893	0.0077484185	0.0143172776	0	0.0091915009
12652	KIAA0753	0	0	0	0.0032966214	0.0045925042	0.0048213691	0.005058165
12653	KIAA0754	0.0087696433	0	0.0033809604	0.0078376819	0.0054369045	0.0079380525	0
12654	KIAA0825	0.0020588307	0	0.0029847287	0.0063034116	0.0043840698	0.0028336689	0
12655	KIAA0895	0	0	0	0	0	0	0.0024959036
12656	KIAA0895L	0.0020792774	0	0	0.0034806058	0	0	0.0022224308
12657	KIAA0907	0.0433287621	0.1009183462	0.0725863485	0.0294359208	0.0994494885	0.0477410956	0.0143974506
12658	KIAA0922	0.0373483651	0.0575994151	0.071229379	0.0463623883	0.0206697684	0.0289624931	0.049188721
12659	KIAA0930	0.0125775483	0.0390263011	0.0078265342	0.1144594493	0.0085557081	0.0070200151	0.1120040049
12660	KIAA0947	0.0212061155	0.0155818624	0.0218769142	0.0220553634	0.0528536707	0.0381420109	0.0164655517
12661	KIAA1009	0.0096179524	0.0180420155	0.0045564892	0.0032415387	0.0196676598	0.0049583615	0.0035195491
12662	KIAA1024	0	0	0	0	0	0	0
12663	KIAA1024L	0	0	0	0	0	0	0
12664	KIAA1033	0.0375069825	0.1707902159	0.0642352516	0.0710292251	0.0434991263	0.0749242191	0.0325019111
12665	KIAA1045	0	0	0	0	0	0	0
12666	KIAA1107	0	0	0.007061692	0	0	0.0036461079	0
12667	KIAA1109	0.0190236513	0.0036531496	0.0193801734	0.0231362462	0.0189938293	0.0085039273	0.0157141228
12668	KIAA1143	0.0703143991	0.0729468507	0.0802403773	0.0974309663	0.0911369137	0.0475585491	0.0473603447
12669	KIAA1147	0.0187825278	0.0077915227	0.0181488854	0.0057476399	0.0143238955	0.008368443	0.0032353972
12670	KIAA1161	0	0	0	0.0023030972	0	0	0
12671	KIAA1191	0.0319944477	0.0581250741	0.0373791675	0.0283476056	0.0499136368	0.0463007353	0.0371322096
12672	KIAA1199	0.0010008331	0	0	0	0	0	0
12673	KIAA1210	0	0	0	0	0	0	0
12674	KIAA1211	0	0	0.0018791065	0	0	0	0
12675	KIAA1211L	0	0	0.0034106505	0	0	0.003928858	0.0055893302
12676	KIAA1217	0	0	0	0	0	0	0
12677	KIAA1239	0	0	0	0	0	0	0
12678	KIAA1244	0	0	0	0	0	0	0
12679	KIAA1257	0.0021266917	0	0	0	0	0	0
12680	KIAA1279	0.0128919044	0.0179206823	0.0160226283	0.00152553	0.007480007	0.006972058	0.0070071397
12681	KIAA1324	0.009252078	0	0.0224369186	0.0017654282	0	0	0.0023843845
12682	KIAA1324L	0.00102477	0.0069953662	0.003514822	0	0.0048662806	0	0
12683	KIAA1328	0.0148097532	0.0218421285	0.0276280756	0.0146058237	0.0227521126	0.0208343492	0.014047476
12684	KIAA1377	0.0043807714	0.0036450733	0	0	0.0308916424	0.0116369316	0
12685	KIAA1407	0.0022011594	0.0762524927	0.0095076512	0.0023196332	0.0127327741	0.0273810889	0.0093975812
12686	KIAA1429	0.0238685917	0.01447959	0.0238421574	0.0102352051	0.1324253982	0.0093292374	0.0285803506
12687	KIAA1430	0.0881385649	0.0354834249	0.0546465613	0.0159566162	0.0491685447	0.0871838662	0.0183429856
12688	KIAA1432	0.0106226375	0.0193602645	0.01475992	0.0246816646	0.0100957309	0.0016593354	0.015544994
12689	KIAA1456	0	0	0	0	0	0	0
12690	KIAA1462	0	0	0	0	0	0	0
12691	KIAA1467	0.0010752322	0	0.0031195809	0.0055529893	0.0060121787	0	0.0016782639
12692	KIAA1468	0.0144728904	0.0196039874	0.0081244923	0.0072151766	0.0256252897	0.007962938	0.0176642641
12693	KIAA1522	0.0020872154	0	0	0.0015011152	0	0	0
12694	KIAA1524	0.0042514902	0.0033511955	0.0062939814	0.0053229947	0.0055830489	0	0
12695	KIAA1549	0	0	0	0	0	0	0
12696	KIAA1549L	0	0	0	0	0	0	0
12697	KIAA1551	0.1134069821	0.102008385	0.1571055814	0.0385936943	0.0977573845	0.1228984858	0.0398154415
12698	KIAA1586	0.0109073409	0.0011668706	0.0032535106	0.0133374144	0.0105127217	0.0211602574	0.0126143481
12699	KIAA1598	0	0.0046488388	0.0024369432	0.0139711773	0.0071640794	0	0.024230607
12700	KIAA1614	0	0	0	0	0	0	0
12701	KIAA1644	0	0	0	0	0	0	0
12702	KIAA1658	0	0	0	0	0	0	0
12703	KIAA1671	0	0	0	0	0.0265644183	0	0
12704	KIAA1683	0.007997055	0.0028674577	0.0061432203	0.0058495783	0.0041162928	0.0178242128	0.0072867616
12705	KIAA1715	0.0178979297	0.014675791	0.0381178283	0.0086322476	0.0564899565	0.0554756136	0.0121776815
12706	KIAA1731	0.0129479225	0.015150684	0.0070026767	0.0062421428	0.0117246838	0.0141416952	0.006229848
12707	KIAA1755	0	0	0	0	0	0	0
12708	KIAA1841	0.0025607927	0.0073977034	0.0140743094	0.0112946121	0.0070963407	0.0035135593	0.0067127235
12709	KIAA1875	0	0	0	0	0	0	0.0039987893
12710	KIAA1919	0.0069778525	0.0263727484	0.0105537557	0.0017665007	0.0107608796	0.019411047	0.0013869563
12711	KIAA1958	0.0022853584	0.0042168495	0.0015145516	0.0069997924	0.004625491	0.0080318716	0.0091264267
12712	KIAA2013	0.0063759493	0.0165293646	0.0136466427	0.0373341165	0.024089544	0.008618424	0.0612542372
12713	KIAA2018	0.0131637897	0.0245906787	0.0029847287	0.0108708163	0.0148041344	0.0200290493	0.0182538067
12714	KIAA2022	0	0	0	0	0	0	0
12715	KIAA2026	0.052097571	0.0300411474	0.0294412311	0.0298948751	0.0556345363	0.0670289884	0.0196634356
12716	KIDINS220	0.0456253634	0.026107452	0.0310817058	0.0292186146	0.034130752	0.0336198261	0.0216493888
12717	KIF11	0.0024774175	0.0079651603	0.0065489417	0.0026235738	0.007828849	0	0.0063849237
12718	KIF12	0	0	0	0	0	0	0
12719	KIF13A	0	0.0085230056	0	0.0136013972	0.0038484331	0	0.0446436378
12720	KIF13B	0.0060297788	0.0054754219	0	0.0173816672	0.0381408423	0.0144792162	0.0059610752
12721	KIF14	0.001073707	0	0	0	0	0	0
12722	KIF15	0.0013096253	0	0	0	0	0	0
12723	KIF16B	0.0090888024	0.0029390164	0	0.0228203788	0.0036845138	0.0115338351	0.0172545201
12724	KIF17	0	0	0	0.0013777115	0	0	0
12725	KIF18A	0.00253477	0	0	0	0	0	0
12726	KIF18B	0	0	0	0	0	0	0
12727	KIF19	0.000974631	0	0	0	0.0311451286	0.0043029068	0
12728	KIF1A	0	0	0	0	0	0	0
12729	KIF1B	0.0010523125	0.0174377334	0.004758197	0.0248907966	0.0042335575	0.0069588514	0.0127361739
12730	KIF1C	0.0030800479	0.01596625	0.0077143904	0.0130630934	0.0107994278	0.0157934854	0.0148914574
12731	KIF20A	0	0	0	0	0	0	0
12732	KIF20B	0.0249100155	0.0339237466	0.0324124535	0.0072263509	0.0119882815	0.0151646276	0.0075662787
12733	KIF21A	0.0114910478	0	0.0225944379	0.0039665947	0.0566384861	0.0242446046	0.0017802394
12734	KIF21B	0.0141400958	0.0120370953	0.0241835807	0.0127827159	0.0466744572	0.0107757187	0.0077676303
12735	KIF22	0.0599942051	0.0362675227	0.0673985089	0.0879404202	0.1133266605	0.0347773339	0.1058361677
12736	KIF23	0	0.0029530534	0.0080959051	0.0020227202	0.0050839827	0	0.0157386124
12737	KIF24	0	0	0	0	0	0	0
12738	KIF25	0	0	0	0	0	0	0
12739	KIF25.AS1	0	0	0	0	0	0	0
12740	KIF26A	0	0	0	0	0	0.0036588491	0
12741	KIF26B	0	0	0	0	0	0	0
12742	KIF27	0.0060061666	0.0085440793	0	0.0016939471	0	0.0028336689	0.0068752191
12743	KIF2A	0.0642080947	0.0220254516	0.0920719552	0.0390331716	0.0687493307	0.0613208313	0.0135135376
12744	KIF2B	0	0	0	0	0	0	0
12745	KIF2C	0	0	0.0015090348	0	0.0026248824	0.004461821	0
12746	KIF3A	0.0357360386	0.0183411118	0.0338542073	0.0145711234	0.0594486083	0.0202806043	0.0051392791
12747	KIF3B	0.0096200005	0.0187314848	0.0099867561	0.0198623418	0.0206578148	0.0043687371	0.0232547404
12748	KIF3C	0.0400872812	0	0	0.0060959431	0.0091234945	0.0020330887	0
12749	KIF4A	0	0	0.0015090348	0	0.0026248824	0	0
12750	KIF4B	0	0	0	0	0	0	0
12751	KIF5A	0	0	0	0	0	0	0
12752	KIF5B	0.2543425335	0.3947722366	0.3623164645	0.189971198	0.2590989559	0.2337788361	0.2119259921
12753	KIF5C	0.0031452641	0.0025159535	0	0.0026136272	0.0038509902	0.0076965761	0
12754	KIF6	0	0	0	0	0	0	0
12755	KIF7	0	0	0	0	0	0	0
12756	KIF9	0.005791009	0.0039101696	0.0160186997	0.0038303114	0.0113760999	0.0028336689	0
12757	KIF9.AS1	0.002545325	0	0.0028597355	0	0	0	0
12758	KIFAP3	0.011285199	0.0343700226	0.0237701345	0.0100947393	0.0499433215	0.0094076283	0.0019091324
12759	KIFC1	0	0	0.0064352844	0.0024756579	0.0052497647	0	0
12760	KIFC2	0.0059711856	0.0207007303	0.006184892	0.0030351359	0.0138177142	0.0033047049	0.0040059364
12761	KIFC3	0.0010777837	0	0	0	0.0254284227	0.0048699566	0.0021603098
12762	KIN	0.0481179947	0.0472011665	0.061605489	0.054641707	0.0892215722	0.0802546896	0.0631773393
12763	KIR2DL1	0	0	0	0.0015708591	0	0	0
12764	KIR2DL2	0	0	0	0	0.0048297835	0	0
12765	KIR2DL3	0	0	0.0084662197	0	0.1137924958	0.0088110014	0.0043206196
12766	KIR2DL4	0	0	0	0	0	0	0
12767	KIR3DL1	0	0	0.0028336549	0	0.0560819414	0.0043687371	0.0023383635
12768	KIR3DL2	0.0066983034	0	0.0042273505	0.0020895869	0.1917578191	0.0160879499	0.0054197693
12769	KIR3DL2.1	0	0	0	0	0	0	0
12770	KIR3DL3	0	0	0	0	0	0	0
12771	KIR3DX1	0	0	0	0.0016983997	0.005273649	0	0
12772	KIRREL	0	0	0	0	0	0	0
12773	KIRREL2	0	0	0	0	0	0	0
12774	KIRREL3	0	0.003875723	0	0	0	0	0
12775	KIRREL3.AS1	0	0	0	0	0	0	0
12776	KIRREL3.AS2	0	0	0	0	0	0	0
12777	KIRREL3.AS3	0	0	0	0	0	0	0
12778	KISS1	0	0	0	0	0	0	0
12779	KISS1R	0.0040786615	0.0043811909	0.0037166299	0	0	0.0026176017	0.0025542124
12780	KIT	0.0019035124	0.002527524	0	0	0	0	0
12781	KITLG	0	0	0	0.0017898801	0	0	0
12782	KL	0	0	0	0	0	0	0.002186655
12783	KLB	0.0013225919	0	0.0027655564	0	0	0.0036567194	0
12784	KLC1	0.0366762999	0.0549233325	0.0484023867	0.0442763942	0.0916130291	0.0536908032	0.0398506651
12785	KLC2	0.0133476079	0.0303691779	0.0265010924	0.0121669323	0.0177420258	0.0118568654	0.0040111268
12786	KLC3	0	0	0	0	0	0	0
12787	KLC4	0.0092071289	0.0068658987	0.0051986606	0.0026388958	0.0272848364	0.0153963832	0.0108109033
12788	KLF1	0	0	0.0049240929	0.0022994545	0	0	0
12789	KLF10	0.0177078941	0.0209180839	0.0340282104	0.0863796915	0.0822231403	0.0374132223	0.0571693913
12790	KLF11	0.0075997818	0.0252752276	0.0085266659	0.1243573582	0.0195122014	0.0114719929	0.032875374
12791	KLF12	0.0758496427	0.0505129568	0.0530207136	0.042391613	0.0975907914	0.0674587176	0.0134828846
12792	KLF13	0.1111456065	0.0635528681	0.0371442241	0.0620043017	0.1520760174	0.0853208653	0.1010883797
12793	KLF14	0	0	0	0	0	0	0
12794	KLF15	0	0	0	0	0	0	0
12795	KLF16	0.0064368769	0.008807015	0.0027891406	0.0082355486	0.0038509902	0.0080748637	0.0220126651
12796	KLF17	0	0	0	0	0	0	0
12797	KLF2	1.2699778016	1.2896083097	1.2885613172	0.9570430498	1.603318489	1.0153640077	0.8207371336
12798	KLF3	0.1071145349	0.1109732757	0.100842531	0.1963841307	0.1315410017	0.0843720395	0.0877680305
12799	KLF4	0.0221706746	0.0427134859	0.0315426007	0.4793989245	0.03728056	0.025901391	0.5357549297
12800	KLF5	0.0100849076	0	0.0031024489	0.0018385458	0	0.007725707	0
12801	KLF6	1.2782116653	1.1848181422	1.9120355801	1.4680510641	1.9541157299	2.0690021758	2.0317498216
12802	KLF7	0.0303955208	0.044350129	0.022364128	0.0495686616	0.0117904216	0	0.0435601946
12803	KLF8	0.0065968038	0.0364270432	0.0038790295	0.0017898801	0.0082898525	0.0142381179	0
12804	KLF9	0.0391195511	0.016470106	0.0378463195	0.0230061095	0.0239049676	0.0144587041	0.0177290264
12805	KLHDC1	0.0015692172	0.0103867969	0.0084251862	0.0025438847	0.0032542056	0	0.0026275749
12806	KLHDC10	0.0049744769	0.0376184901	0.0088702519	0.0223222111	0.0195141269	0.003938711	0.0182217391
12807	KLHDC2	0.1033592201	0.1112672578	0.1778146314	0.0475322071	0.1284862374	0.0978760142	0.0642519503
12808	KLHDC3	0.0731539958	0.0876951579	0.0810447552	0.0975182341	0.1660249829	0.0642394294	0.0685769764
12809	KLHDC4	0.0242791228	0.0261886723	0.0207882013	0.0257432859	0.0657759392	0.0536902484	0.0242444634
12810	KLHDC7A	0	0	0	0	0	0	0
12811	KLHDC7B	0.0233263099	0.0230350469	0.029135967	0.010256859	0.0346265584	0.0223832696	0.0205135952
12812	KLHDC8A	0	0	0	0	0	0	0
12813	KLHDC8B	0.0034749053	0	0	0.0124336413	0.0054115222	0.0026176017	0.010668086
12814	KLHDC9	0	0.0068389346	0.002527127	0	0	0	0
12815	KLHL1	0	0	0	0	0	0	0
12816	KLHL10	0	0	0	0	0	0	0
12817	KLHL11	0.0022615294	0	0.0034465919	0	0	0	0.0027299896
12818	KLHL12	0.01528183	0.0323737514	0.0177866683	0.013608765	0.0271520785	0.0243354077	0.0089954898
12819	KLHL13	0.0015781031	0	0	0	0	0	0
12820	KLHL14	0.0011592089	0.0126345412	0	0.0019780002	0	0.0016965282	0
12821	KLHL15	0.0044982538	0	0.0024620465	0.0087476075	0	0.0048565691	0.0114417234
12822	KLHL17	0.0044928285	0.0014012364	0	0.0023990596	0.0048785692	0	0.0031064746
12823	KLHL18	0.0208764955	0.0242737407	0.0129816058	0.0310713963	0.0167825187	0.0264729495	0.0437331566
12824	KLHL2	0.0100808155	0.0219533743	0.0107557105	0.0193721674	0.0044616938	0.0157559456	0.0041603932
12825	KLHL20	0.0509291869	0.0465541346	0.0271575898	0.0180737433	0.0722760977	0.0359185859	0.0187939002
12826	KLHL21	0.0136914196	0.0125386891	0.0084921158	0.0138888848	0.0147228285	0.035725468	0.0188752277
12827	KLHL22	0.0257043832	0.0218439921	0.0196659657	0.018889671	0.0310212151	0.0199924415	0.0182746932
12828	KLHL23	0.0025697006	0	0.0038382985	0	0	0	0
12829	KLHL24	0.0345923857	0.0683056521	0.1419452209	0.0357937392	0.0441825457	0.0570440836	0.0327860783
12830	KLHL25	0	0	0.0031024489	0	0	0.0040116501	0.0015231542
12831	KLHL26	0.0013272299	0.008108228	0.0072386007	0	0.0091499024	0.0033029674	0.0089804901
12832	KLHL28	0.0426963777	0.0114159371	0.0610793747	0.0305415651	0.0510224661	0.0423798387	0.0123073177
12833	KLHL29	0.004796362	0	0	0	0	0	0
12834	KLHL3	0.0024373324	0	0.0072616561	0	0	0.0110729221	0.0018874286
12835	KLHL30	0	0	0	0	0	0	0
12836	KLHL31	0.0009391606	0	0	0	0	0	0
12837	KLHL32	0.002716691	0	0.010204456	0	0	0	0
12838	KLHL33	0	0	0	0	0.0038793442	0	0
12839	KLHL34	0.0012917465	0	0	0	0	0	0
12840	KLHL35	0.0009295499	0	0.0031448407	0	0	0	0
12841	KLHL36	0.053775682	0.0591427069	0.0542320511	0.0295128927	0.0504963035	0.0834901996	0.034467616
12842	KLHL38	0	0	0	0	0	0	0
12843	KLHL4	0	0	0	0	0	0	0
12844	KLHL40	0	0	0	0	0	0	0
12845	KLHL41	0	0	0	0	0	0	0
12846	KLHL42	0.0179181635	0.0128112634	0.0280993799	0.0233855031	0.0083904375	0.0333473621	0.0251001202
12847	KLHL5	0.0136506694	0.0426108973	0.0133522613	0.02741184	0	0.0045098665	0.020132175
12848	KLHL6	0.0163204183	0.0206144139	0.0822455268	0.0261378086	0	0.01503631	0.0237914689
12849	KLHL6.AS1	0	0	0	0	0	0	0
12850	KLHL7	0.0166765963	0.0273367148	0.010359968	0.0236196263	0.0285729618	0.0164032038	0.021750931
12851	KLHL7.AS1	0.0011895706	0	0.003955573	0	0	0	0
12852	KLHL8	0.018289319	0.0257669768	0.0126027957	0.0273083683	0.0125421896	0.0091094558	0.0455217214
12853	KLHL9	0.0283470556	0.0127959737	0.0229947065	0.0141695899	0.0161731003	0.0315427364	0.0024362189
12854	KLK1	0	0.0371134967	0	0.0089508208	0	0	0.0089336197
12855	KLK10	0	0	0	0	0	0	0
12856	KLK11	0	0	0	0	0	0	0
12857	KLK12	0	0	0	0	0	0	0
12858	KLK13	0	0	0	0	0	0	0
12859	KLK14	0	0	0	0	0	0	0
12860	KLK15	0	0	0	0	0	0	0
12861	KLK2	0	0.0013724652	0	0	0	0	0
12862	KLK3	0	0	0	0	0	0	0
12863	KLK4	0	0	0	0	0	0	0
12864	KLK5	0	0	0	0	0	0	0
12865	KLK6	0	0	0	0	0	0	0
12866	KLK7	0	0	0	0	0	0	0
12867	KLK8	0	0	0	0	0	0	0
12868	KLK9	0	0	0	0	0	0	0
12869	KLK9.1	0	0	0	0	0	0	0
12870	KLKB1	0	0	0	0	0	0	0
12871	KLLN	0	0	0	0	0.004625491	0	0
12872	KLRB1	0.095328899	0	0.043826273	0.0031146828	0.2634681107	0.2753549847	0.0148044823
12873	KLRC1	0.0024428295	0.0024768976	0	0.0022769461	0.2074266177	0.073282533	0
12874	KLRC2	0.0022673016	0	0	0	0.0352665686	0.0428210629	0
12875	KLRC3	0	0	0	0	0.0095481717	0	0
12876	KLRC4	0.001310381	0	0	0.0035535529	0.0081473136	0.0085855919	0.0017005474
12877	KLRC4.KLRK1	0.0012182888	0.0054117774	0	0	0	0	0
12878	KLRD1	0.0109223413	0	0.0068886868	0.0056233368	0.8493021098	0.1086346037	0.0186756641
12879	KLRF1	0.0119195209	0.0037274789	0.0053895969	0.0044836704	0.2861040071	0	0.0018646601
12880	KLRF2	0	0	0	0	0	0	0
12881	KLRG1	0.1383306207	0.0231094416	0.0906272223	0.0204791588	0.7821202998	0.5968361853	0.0197006875
12882	KLRG2	0	0	0	0	0	0	0
12883	KLRK1	0.0011574364	0	0.0043304566	0.0019840738	0.0045173346	0.0050262308	0
12884	KM.PA.2	0	0	0	0	0	0	0
12885	KMO	0.004845643	0.0679079792	0.0127034018	0.0153293438	0.0099072555	0	0.0179477148
12886	KMT2A	0.0761406424	0.0992438597	0.1135373613	0.0399760405	0.1069526584	0.1123605061	0.0359353755
12887	KMT2B	0.0147887072	0	0.0345141429	0.0151893406	0.0245155663	0.0173210347	0.0066813551
12888	KMT2C	0.0566662755	0.0652630371	0.0484768542	0.0885861798	0.0765193485	0.0510319392	0.0650634897
12889	KMT2D	0.0198896572	0.0319568675	0.0242781813	0.0327646431	0.035565466	0.0130397781	0.0276497985
12890	KMT2E	0.3108368129	0.3077193244	0.3482444696	0.2033336145	0.461962656	0.3113380958	0.1772315999
12891	KMT2E.AS1	0.069850799	0.0771466717	0.0941586627	0.0704304738	0.0541147575	0.0550113941	0.0386316698
12892	KNCN	0	0	0	0	0	0	0
12893	KNDC1	0.0021046249	0	0	0.0020283643	0	0	0
12894	KNG1	0	0	0	0	0	0	0
12895	KNOP1	0.0493786275	0.0540193307	0.0372684344	0.0565864603	0.023360417	0.0286105499	0.0266395034
12896	KNSTRN	0.0025865632	0.0068249909	0.006049688	0.0352779148	0.0100957276	0.008320853	0.0175192054
12897	KNTC1	0.0026419468	0	0	0.0011413779	0	0.004076732	0
12898	KPNA1	0.0403626094	0.0725186386	0.0333317615	0.0333806664	0.2036228588	0.0365150697	0.0324249718
12899	KPNA2	0.0243674251	0.0529689008	0.0630986209	0.0545113765	0.0965713109	0.0213515122	0.0262007566
12900	KPNA3	0.0425320652	0.0439172167	0.0861183164	0.0373950678	0.0902408135	0.0643916182	0.0170692856
12901	KPNA4	0.0296309512	0.0340020791	0.0487743257	0.0470409261	0.04337517	0.0321680003	0.0279563943
12902	KPNA5	0.0209589954	0.0446657373	0.0415256306	0.0042314052	0.0292376093	0.0351173691	0.0074508283
12903	KPNA6	0.0430437487	0.0567406487	0.0284250954	0.0387956316	0.0418954185	0.0573083099	0.0491433548
12904	KPNA7	0	0	0	0	0	0	0
12905	KPNB1	0.1160817871	0.1388770151	0.1493005247	0.1606728996	0.2177281863	0.1465835033	0.0883336445
12906	KPRP	0	0	0	0	0	0	0
12907	KPTN	0.006636796	0.0097394277	0	0.0103602362	0.0145188606	0.0037731195	0.0090235805
12908	KRAS	0.0919053238	0.0375394628	0.0761050071	0.12080015	0.1614307552	0.1037833013	0.0737151685
12909	KRBA1	0.0121402238	0.0032202894	0.0074329056	0.0019840738	0.0055567979	0.0117696001	0
12910	KRBA2	0.0035923446	0.0095684886	0.0036901456	0.0058328189	0	0.0038051145	0.0049139096
12911	KRBOX1	0	0	0	0	0	0	0
12912	KRBOX1.1	0.0012757811	0	0	0.0018813719	0	0	0
12913	KRBOX1.AS1	0	0	0	0	0	0	0
12914	KRBOX4	0.0726884938	0.0503917222	0.0387243629	0.013383676	0.0616834861	0.0297807154	0.0225143822
12915	KRCC1	0.0874899526	0.1502223502	0.15569582	0.0785945939	0.1226568295	0.0972184341	0.095993225
12916	KREMEN1	0.0011760178	0	0	0	0.0039028554	0	0
12917	KREMEN2	0	0	0	0.0019820451	0	0	0.0020119582
12918	KRI1	0.0339617283	0.0359339911	0.0341596202	0.0169529498	0.0614849979	0.0514794128	0.0222741422
12919	KRIT1	0.0355708657	0.0304400275	0.0327263658	0.020128797	0.0359691408	0.034505436	0.0169348571
12920	KRR1	0.0750191072	0.1067436393	0.0728446186	0.0352298725	0.1066120297	0.0917756819	0.0437521809
12921	KRT1	0.0333567354	0.002582958	0.0648006886	0	0	0.0385520283	0
12922	KRT10	0.3528553584	0.3506150676	0.317391122	0.1649365455	0.4372511481	0.4711079412	0.1534187587
12923	KRT12	0	0	0	0	0	0	0
12924	KRT13	0	0	0	0	0	0	0
12925	KRT14	0	0	0	0	0	0	0
12926	KRT15	0.0007907	0	0	0.0018391273	0	0	0
12927	KRT16	0	0	0	0	0	0	0
12928	KRT17	0	0	0	0	0	0	0
