Rows	baseMean	baseSD	AvExpInCluster	AvExpInOtherClusters	foldChange	log2FoldChange	pval	padj	clusters	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
BIN2	0.5912289641	1.6058865102	1.5213464435	0.4730240469	3.2162137494	1.6853632911	1.22E-07	0.0003848079	5	BIN2	0.4374692779	0.3314454595	0.6196835088	0.5664985005	1.5213464435	0.7256553507	0.3134036743
GNG2	0.1538439832	0.4818184634	0.3948486099	0.1232156673	3.2045324953	1.6801138995	1.71E-07	0.0005404073	5	GNG2	0.1184037798	0.0938838421	0.1391348262	0.1662884708	0.3948486099	0.1577891764	0.0899411558
SYNE2	0.0985034418	0.4467091468	0.252626193	0.0789165967	3.2011795193	1.6786035842	7.26E-06	0.0225781026	5	SYNE2	0.0802736765	0.0781848394	0.1326198621	0.0267187712	0.252626193	0.1702303222	0.0132415342
PLAC8	0.9687165587	1.8407584019	2.475287252	0.7772525039	3.1846629498	1.6711406923	2.37E-21	7.76E-18	5	PLAC8	0.5094155901	1.5444047252	0.6424612058	1.0042556166	2.475287252	0.6646824715	0.6132938185
XBP1	0.4421178332	1.2217593166	1.1260366416	0.3552013223	3.1701364016	1.6645449166	4.88E-06	0.0151989114	5	XBP1	0.3642700285	0.2711934395	0.4756395531	0.1540357504	1.1260366416	0.6340049934	0.2826806903
MAD2L2	0.0954782007	0.3545448965	0.2427546293	0.0767614274	3.1624559046	1.6610453639	3.54E-06	0.0110433972	5	MAD2L2	0.0596136847	0.0725682984	0.0722739901	0.0849612473	0.2427546293	0.0931922005	0.0996026759
ABI3.1	0.2671918266	1.1911407175	0.6759634324	0.2152426752	3.1404712459	1.6509810601	2.97E-10	9.56E-07	5	ABI3	0.0624777569	0.0531536089	0.0841806257	1.0277572455	0.6759634324	0.1609273368	0.1706725731
RHOC.1	0.3199384832	0.8388107518	0.8091703207	0.2577639621	3.1391910415	1.6503928296	1.76E-14	5.74E-11	5	RHOC	0.0714672577	0.111685475	0.0687332301	1.2710879844	0.8091703207	0.22931581	0.1334426375
CD99	0.9744439621	1.6510714184	2.4633731281	0.7852218987	3.1371681461	1.6494628569	1.66E-35	5.48E-32	5	CD99	0.6365482465	0.4254515517	1.0584881988	0.6000675487	2.4633731281	1.3037934988	0.9803182869
CISD3	0.1702812375	0.6792569408	0.426701383	0.1376938249	3.0989144462	1.631762926	2.13E-05	0.0656228791	5	CISD3	0.0849433196	0.0480178195	0.0973308318	0.1507714004	0.426701383	0.2713357738	0.2467662872
PITPNC1	0.0869769789	0.3329778687	0.2175020427	0.0703890696	3.0899974079	1.6276056279	2.11E-05	0.0649980844	5	PITPNC1	0.0828616437	0.0224012784	0.0933797895	0.0660589744	0.2175020427	0.1227426645	0.0386545228
ACAA2	0.0988233843	0.3577492574	0.2464326797	0.0800643083	3.0779342877	1.6219624312	4.85E-06	0.015125392	5	ACAA2	0.0575879999	0.0464867889	0.0968217391	0.1098228145	0.2464326797	0.1138145061	0.0957521681
RASAL3	0.1381546605	0.4613517936	0.3433273528	0.1120800822	3.0632325229	1.6150548827	1.94E-07	0.0006140013	5	RASAL3	0.113491313	0.1060685447	0.1733620746	0.1274836263	0.3433273528	0.134441136	0.0427071976
GCHFR	0.1243490128	0.4240625329	0.3063191958	0.1012231487	3.0261773106	1.5974965208	8.34E-06	0.0259153897	5	GCHFR	0.0932279481	0.0442601208	0.1525493425	0.0548619902	0.3063191958	0.1698361201	0.118382234
FKBP11	0.1668008669	0.5118613895	0.4104004757	0.1358427652	3.0211434167	1.5950946719	2.01E-06	0.0062886008	5	FKBP11	0.1873428338	0.0579102241	0.1879805369	0.0283896227	0.4104004757	0.3039627266	0.0300682084
CD8B	0.2846174121	0.9414913966	0.6985214466	0.2320160008	3.0106606616	1.5900801078	5.34E-06	0.016621736	5	CD8B	0.3788306562	0.0225036688	0.1349347231	0.0279794766	0.6985214466	0.7230239723	0.0090340313
ANXA4	0.1204001453	0.4153209598	0.2952427741	0.0981800936	3.0071551514	1.5883993044	4.53E-06	0.0141137034	5	ANXA4	0.0298781201	0.2001041774	0.0723285751	0.2164632089	0.2952427741	0.0724528162	0.0864656591
EBP	0.1302256399	0.4493515352	0.3188657307	0.1062521239	3.0010292404	1.5854573759	7.69E-07	0.0024176148	5	EBP	0.1007130141	0.0949025557	0.1782515934	0.075881264	0.3188657307	0.1526595362	0.0658317735
DHRS7	0.4601539259	1.2625355393	1.1247828213	0.3756888929	2.9939208809	1.5820360964	2.00E-10	6.43E-07	5	DHRS7	0.3443196462	0.2282796469	0.4488488878	0.3261139796	1.1247828213	0.5010563065	0.4671849636
C1orf122	0.0866597207	0.3253048845	0.2115383678	0.070789392	2.9882777881	1.5793142662	2.45E-05	0.0752100584	5	C1orf122	0.0649301337	0.0717896469	0.051740949	0.0874959156	0.2115383678	0.0685488865	0.0839102654
UBE2F	0.1673098996	0.6918388763	0.4070993964	0.1368360098	2.9750896496	1.5729331424	1.55E-08	4.92E-05	5	UBE2F	0.110850999	0.0916041225	0.1042692093	0.2527417244	0.4070993964	0.1107749328	0.1818646095
RAP1B	0.5743688942	1.5701477988	1.395810727	0.4699751311	2.969967206	1.5704470011	1.54E-21	5.04E-18	5	RAP1B	0.4806272822	0.3090542101	0.4037329852	0.9438234147	1.395810727	0.481076196	0.269387737
ALOX5AP	0.3831529244	1.0772695005	0.9297767826	0.3136846806	2.9640490597	1.5675693267	1.11E-06	0.0034858053	5	ALOX5AP	0.2958311769	0.408576161	0.4389041472	0.0455655197	0.9297767826	0.5462669308	0.2133218251
ITGB7	0.192241695	1.1368178332	0.466095085	0.157438761	2.960484967	1.5658335279	7.33E-08	0.0002326371	5	ITGB7	0.2309780505	0.1296045537	0.2265056229	0.0499690612	0.466095085	0.1962256852	0.0428434895
HSPA5	0.2594572013	0.6535938704	0.6271838217	0.2127242931	2.9483413129	1.5599035468	8.94E-11	2.88E-07	5	HSPA5	0.2067008388	0.1866809671	0.3114313588	0.1627887911	0.6271838217	0.4054697971	0.0779733535
CCDC88C	0.0893678543	0.3260416403	0.2144829804	0.0734674724	2.919427788	1.5456856265	1.23E-05	0.0379211186	5	CCDC88C	0.0680433417	0.0703921851	0.1142775208	0.0994941729	0.2144829804	0.074157376	0.0369684377
SDF4	0.1467816789	0.4387113804	0.3511044513	0.1208151135	2.9061302118	1.5390993457	7.07E-07	0.0022229305	5	SDF4	0.1302048277	0.0834159269	0.1506132949	0.096275612	0.3511044513	0.1617904221	0.104356455
DNAJB11	0.1106770194	0.387114535	0.2646713348	0.0911064967	2.9050764153	1.5385761128	2.49E-06	0.007799471	5	DNAJB11	0.0767154704	0.0676469047	0.0867154003	0.1072631221	0.2646713348	0.1113981839	0.117008544
LAMP1	0.2499734851	0.5725700863	0.5951923634	0.2061009961	2.8878674761	1.5300045387	4.88E-11	1.58E-07	5	LAMP1	0.1973276753	0.2021741871	0.2423114109	0.1591823464	0.5951923634	0.261052821	0.1978133452
PTPRCAP	1.9763422529	3.3236153079	4.6964765571	1.6306512437	2.8801232484	1.5261305499	5.13E-25	1.68E-21	5	PTPRCAP	1.6436517104	3.058101321	2.3374744751	0.1464443593	4.6964765571	2.8026367763	0.1093079785
ARL6IP1	0.2423958389	0.6632079522	0.5744526888	0.2001960596	2.8694505277	1.520774501	1.51E-10	4.87E-07	5	ARL6IP1	0.2047938683	0.2358592347	0.2825632124	0.1694936966	0.5744526888	0.2129993766	0.11391524
CASP8	0.1133182706	0.392958305	0.2680620711	0.0936524988	2.862305594	1.5171777096	1.33E-05	0.0411596964	5	CASP8	0.1195005812	0.0724094763	0.1208644045	0.0561905793	0.2680620711	0.1066935338	0.0618231031
SIPA1	0.1181870988	0.4289279516	0.2794468512	0.0976932407	2.86045226	1.5162432665	4.97E-06	0.0154714379	5	SIPA1	0.0852168501	0.1566715801	0.0759504031	0.0752299615	0.2794468512	0.1144970384	0.0898815169
G6PD	0.0962777172	0.3634082877	0.2275899344	0.0795897717	2.8595374678	1.515781809	1.84E-05	0.0568230482	5	G6PD	0.0494693725	0.0727521926	0.0319769611	0.1616434195	0.2275899344	0.0906031306	0.108480263
PTGER2	0.1820556834	0.5321493097	0.4303527613	0.150500599	2.859475405	1.5157504967	1.35E-07	0.0004270356	5	PTGER2	0.1498685875	0.0279668843	0.1617130548	0.1146555537	0.4303527613	0.3078612884	0.1700533379
ANXA6	0.4438768344	1.1792568836	1.0479320223	0.3671098721	2.8545460141	1.5132613182	1.66E-11	5.37E-08	5	ANXA6	0.3528949625	0.6241876888	0.4441606516	0.1759930717	1.0479320223	0.4760917116	0.1761679562
SEPT7	0.5148803594	1.0684968642	1.2140600512	0.4260244037	2.8497429744	1.5108318048	1.43E-09	4.59E-06	5	SEPT7	0.4669028764	0.5602601896	0.4928336641	0.2561781705	1.2140600512	0.6689048783	0.1331054817
ID2	0.8412793204	1.9104251284	1.9834208099	0.6961291183	2.8492139717	1.51056397	4.12E-17	1.34E-13	5	ID2	0.433375423	0.1008531915	0.631740485	1.039003583	1.9834208099	1.3633107159	1.0603488465
TMEM109	0.1468954631	0.4505561891	0.345628561	0.1216392671	2.8414225882	1.5066134111	6.56E-07	0.0020645795	5	TMEM109	0.1117738718	0.1738977033	0.1184046284	0.1120470978	0.345628561	0.2019840055	0.0461519036
HLA.F	0.4667665947	1.1629475922	1.0944989634	0.3869905941	2.8282314353	1.4999001813	2.13E-05	0.0656243899	5	HLA.F	0.3784559878	0.3733383485	0.371460867	0.3356643848	1.0944989634	0.5855871101	0.3252693963
RPS6KA1	0.0961355828	0.3475905674	0.2229728524	0.0800163406	2.7865914723	1.4785015119	1.68E-05	0.0519168516	5	RPS6KA1	0.0646469697	0.1013771415	0.0481538175	0.1214096513	0.2229728524	0.0935080125	0.0724465628
SUN2	0.3336943081	0.695321446	0.7688732325	0.2783891559	2.761864879	1.4656427392	9.30E-13	3.01E-09	5	SUN2	0.3110953448	0.2306678065	0.358802256	0.1832785979	0.7688732325	0.4619015052	0.141440331
SASH3	0.1455306408	0.4504309792	0.3349328305	0.1214602727	2.7575504583	1.4633872848	2.37E-06	0.0074310771	5	SASH3	0.068960099	0.1519535805	0.1086326061	0.1635108086	0.3349328305	0.1208662713	0.1747220483
FYN	0.205261879	0.5274650081	0.471122871	0.1714746669	2.7474779778	1.4581079174	1.55E-08	4.94E-05	5	FYN	0.1747540003	0.0309235676	0.248759681	0.1813965857	0.471122871	0.340518672	0.1083578792
IFITM1	0.9308092978	1.3733554931	2.1309806678	0.7782843098	2.7380491178	1.4531483273	1.38E-22	4.51E-19	5	IFITM1	0.9668563521	0.346848089	1.4831487864	0.6729220104	2.1309806678	1.1088286287	0.1339427316
SDF2L1	0.1683035186	0.4741333369	0.3807819984	0.1413004768	2.6948387367	1.4301989425	2.87E-07	0.0009047362	5	SDF2L1	0.1151771993	0.0842891922	0.1896784879	0.1863554116	0.3807819984	0.1732571645	0.1521032613
HLA.C	8.7886406799	7.1496352144	19.8614793273	7.3814378223	2.6907331343	1.4279993122	7.11E-69	2.35E-65	5	HLA.C	6.8583840666	6.5392616559	8.5501559167	8.0563304452	19.8614793273	10.5140662197	5.5785960078
PRMT2	0.3078610648	1.1164910538	0.6926698127	0.2589572572	2.6748422504	1.4194538107	4.82E-08	0.0001531631	5	PRMT2	0.2819797162	0.109135707	0.2670492928	0.2532126502	0.6926698127	0.4878107247	0.184582089
HMOX2	0.2228600241	0.5624090445	0.5008857414	0.1875268457	2.6710081943	1.417384402	8.80E-08	0.00027891	5	HMOX2	0.2512780012	0.1311285202	0.2546680329	0.1067329041	0.5008857414	0.2679766702	0.0692374897
SYTL1	0.2015404928	0.5205697379	0.45146254	0.1697788976	2.6591204584	1.4109491329	1.50E-07	0.0004731937	5	SYTL1	0.1583185398	0.1529000234	0.2393540516	0.2268609568	0.45146254	0.2362470639	0.0660807586
ARHGAP25	0.1345443045	0.4385990724	0.3005771632	0.1134438513	2.6495676906	1.4057569855	1.95E-05	0.0600894345	5	ARHGAP25	0.110236011	0.146155491	0.1318045623	0.0802184739	0.3005771632	0.1590433763	0.0699605631
MAPK1	0.1080077943	0.3714451993	0.2410880487	0.091095156	2.6465517943	1.4041138885	1.72E-05	0.052926522	5	MAPK1	0.0635233892	0.0968254185	0.0690523835	0.1372176411	0.2410880487	0.1036784841	0.1116967926
CALR	0.3770018295	0.7421124464	0.8374526566	0.3184849721	2.629488767	1.3947823337	3.35E-12	1.08E-08	5	CALR	0.2497021847	0.3272604686	0.3652782894	0.3311491163	0.8374526566	0.4667131733	0.2970230383
FLNA	0.3065201101	0.9843814297	0.6734597357	0.259887218	2.5913538219	1.3737060137	9.25E-06	0.0287070313	5	FLNA	0.1555147755	0.1149568949	0.1867688586	0.4587877997	0.6734597357	0.3048252676	0.4646170402
CYB561D2	0.1341340938	0.4892775995	0.2945851419	0.1137430107	2.5899186256	1.3729067696	8.11E-06	0.0252114395	5	CYB561D2	0.1062309557	0.1309101108	0.116226415	0.1454225513	0.2945851419	0.1094192554	0.0898879294
WIPF1	0.2606452003	0.6061972833	0.5714369514	0.2211479175	2.5839580941	1.369582673	5.02E-09	1.60E-05	5	WIPF1	0.2386969612	0.215851397	0.278873413	0.2093876164	0.5714369514	0.267178948	0.1258864551
CD2BP2	0.1211310166	0.4140687888	0.2648183625	0.1028703654	2.5742920359	1.3641757268	8.00E-06	0.0248540071	5	CD2BP2	0.0696029945	0.1112044165	0.1143498491	0.1349978344	0.2648183625	0.0865369055	0.1395949427
TMED9	0.3349963134	0.9779518164	0.7308751794	0.2846856487	2.5673060185	1.360255273	1.02E-07	0.0003219636	5	TMED9	0.2919095084	0.3301133236	0.3201967244	0.2094898584	0.7308751794	0.3686976006	0.2016585516
IL2RG	0.7124674591	1.1042161985	1.5421257728	0.6070294962	2.5404461931	1.345081908	6.18E-16	2.01E-12	5	IL2RG	0.7584043198	0.6867872242	0.8067954576	0.2082507713	1.5421257728	0.9826315057	0.1312237021
IRF3	0.1327238869	0.4207982231	0.2853448868	0.1133278933	2.5178698605	1.3322037173	2.49E-05	0.0764043616	5	IRF3	0.1115836138	0.0810368091	0.1568504362	0.0738291739	0.2853448868	0.1958915488	0.0861739768
MIEN1	0.208459575	0.5044511488	0.4472001654	0.1781189865	2.5106821806	1.3280794139	1.05E-08	3.34E-05	5	MIEN1	0.1365067909	0.192171636	0.1823184173	0.2444640841	0.4472001654	0.1975027714	0.1795230854
SRGN.1	1.8877943531	4.3116488591	4.0444895302	1.6137085732	2.5063320586	1.3255775669	1.98E-18	6.48E-15	5	SRGN	0.6530185781	0.3796785099	0.905215006	4.444242921	4.0444895302	1.0860524685	3.3341195165
HSP90B1	0.3347085963	0.8712667585	0.7138593746	0.2865238376	2.4914484625	1.3169847311	1.29E-08	4.10E-05	5	HSP90B1	0.2662738918	0.2625710497	0.3943367793	0.2390839084	0.7138593746	0.3956596645	0.2291276051
YWHAQ	0.3991777208	0.8056886754	0.8495825903	0.3419375641	2.4846132148	1.3130212818	8.70E-14	2.83E-10	5	YWHAQ	0.3244352805	0.3104317802	0.5006112663	0.3309104696	0.8495825903	0.5853421426	0.1253992664
BSG	0.3269408083	0.7641041827	0.6939989135	0.2802928591	2.47597786	1.3079984141	4.12E-10	1.32E-06	5	BSG	0.2273698148	0.2450694833	0.2804629346	0.3466021905	0.6939989135	0.3041762405	0.3484040124
CD53	1.0217297684	2.0139192358	2.159800976	0.8770968422	2.4624429962	1.3000903276	7.07E-10	2.27E-06	5	CD53	0.8232983814	1.4537840412	0.986260704	0.7474428616	2.159800976	1.090770322	0.3294008606
RNF167	0.2061598804	0.5236788731	0.4339336961	0.1772130155	2.4486558999	1.2919900518	3.94E-07	0.0012421851	5	RNF167	0.1690199025	0.1427919623	0.2872472639	0.1209220632	0.4339336961	0.2776542577	0.1169282264
HLA.A	7.1909821192	6.2612702751	15.1196557871	6.1833586364	2.4452173449	1.2899627058	1.01E-46	3.32E-43	5	HLA.A	6.2229001683	5.5314177532	8.4712053902	4.8696372352	15.1196557871	8.9835193983	4.0604078063
RASSF5	0.2108530722	0.5036979327	0.4428530124	0.181369126	2.4417221511	1.2878990423	6.78E-08	0.000215282	5	RASSF5	0.2001935851	0.1245382123	0.2167566136	0.2073076687	0.4428530124	0.2910696372	0.0719163529
PSMB10	0.5013598647	0.8748755505	1.0513895643	0.4314587861	2.4368250185	1.2850026589	8.24E-13	2.67E-09	5	PSMB10	0.3572968965	0.3781198977	0.5362457184	0.5274294846	1.0513895643	0.3776494135	0.5150189592
CDK2AP2	0.1865710346	0.5090671403	0.3892326239	0.1608155823	2.4203663504	1.2752254326	1.77E-05	0.0546670171	5	CDK2AP2	0.1129270008	0.2077780266	0.1779283415	0.2010352281	0.3892326239	0.1883185672	0.149814402
SNRNP70	0.1590295205	0.4477810504	0.3309436645	0.1371816382	2.4124486976	1.2704982628	3.93E-06	0.0122597754	5	SNRNP70	0.133023628	0.1392137678	0.1729220845	0.1111650882	0.3309436645	0.1357281558	0.1388577841
FDPS	0.1630688929	0.5279152683	0.3386994268	0.1407487095	2.4064123064	1.2668838501	2.64E-06	0.0082580202	5	FDPS	0.1237734182	0.2061949818	0.1713352701	0.1267551079	0.3386994268	0.1473799383	0.0989378768
UBB	2.2123364533	3.7460350346	4.5944233668	1.9096065374	2.4059528896	1.2666083937	8.79E-12	2.84E-08	5	UBB	1.6193696793	2.2957080712	2.5085362788	1.7226721586	4.5944233668	2.4129321395	1.485528484
RNF126	0.2039178635	0.6386383539	0.4210335113	0.1763255026	2.3878197138	1.2556939137	1.22E-06	0.0038334292	5	RNF126	0.1821942209	0.1923525063	0.2442215672	0.1385505407	0.4210335113	0.2219453097	0.097805883
ARHGAP9	0.1603631688	0.4444581149	0.3308147083	0.1387011631	2.3850896478	1.2540434935	3.83E-06	0.0119546475	5	ARHGAP9	0.1234613239	0.1054106307	0.2060164943	0.1567346843	0.3308147083	0.0959779492	0.1669792753
GLIPR2	0.2960168527	0.6831733526	0.6090118458	0.2562395686	2.3767283447	1.2489770155	1.48E-08	4.71E-05	5	GLIPR2	0.1382246477	0.0551295763	0.2168139706	0.3171463646	0.6090118458	0.2422096181	0.6629538211
TADA3	0.1310688339	0.3930307686	0.2689305372	0.1135485404	2.3684191462	1.2439244216	2.90E-05	0.0890263456	5	TADA3	0.0901731594	0.0906412098	0.1314952583	0.1828178524	0.2689305372	0.1199695242	0.1095276632
CLIC1	1.5431578359	2.5157279748	3.1606623243	1.337595648	2.3629430382	1.2405848517	2.15E-11	6.93E-08	5	CLIC1	0.6683170995	1.5627995152	1.0076799578	2.3286535269	3.1606623243	1.2453798643	1.9944780249
BZW1	0.201898182	0.5259003498	0.4120951751	0.1751850853	2.3523416643	1.2340976187	8.70E-07	0.0027327331	5	BZW1	0.1641124208	0.1848344969	0.2358208225	0.12365013	0.4120951751	0.2987611423	0.0961056383
TAP1	0.2933681591	0.6613558838	0.5963962418	0.2548575298	2.3401162297	1.2265801879	6.86E-10	2.20E-06	5	TAP1	0.2644792435	0.2346211647	0.395359299	0.1649513571	0.5963962418	0.3449495217	0.1578706221
MIR142	0.2181531378	0.6014724634	0.4415472545	0.1897628714	2.3268369166	1.2183700986	1.02E-05	0.0316233612	5	MIR142	0.1166868233	0.224664098	0.1147822184	0.2783076287	0.4415472545	0.1847192684	0.2918158858
OPTN	0.1860414426	0.8160689171	0.374883718	0.1620422318	2.3134939203	1.2100733076	1.44E-06	0.0045119516	5	OPTN	0.1905581901	0.0489023698	0.4192013061	0.0204867156	0.374883718	0.2965737838	0.0359049908
CAP1	0.6493980484	1.2053576962	1.2998027441	0.5667407122	2.293469864	1.1975319506	1.18E-10	3.81E-07	5	CAP1	0.4249502235	0.5672320352	0.5566325172	0.9926044046	1.2998027441	0.6060118909	0.4971840042
RAC2	1.3731997711	2.6154422404	2.7419930823	1.1992452938	2.2864322224	1.1930981534	4.00E-08	0.0001271891	5	RAC2	1.1125262328	1.2091345526	1.552805059	1.2799309741	2.7419930823	1.6326010161	0.7350085799
C19orf66	0.2094674667	0.5553923984	0.4131606897	0.1835809082	2.2505645804	1.1702869637	7.31E-06	0.022734057	5	C19orf66	0.203762693	0.1469520508	0.2671224588	0.111366512	0.4131606897	0.2605169562	0.1174429505
CAST	0.1929228695	0.5099790787	0.3797674258	0.1691775407	2.2447863003	1.1665781095	2.62E-05	0.080543917	5	CAST	0.1137342852	0.1621025472	0.1476211502	0.2093964634	0.3797674258	0.1458202705	0.2862460214
CCND3	0.6959043141	1.7326654903	1.361996872	0.6112532702	2.2282038206	1.1558812065	2.05E-13	6.65E-10	5	CCND3	0.6760147617	0.4723466423	0.9336806237	0.4695314888	1.361996872	0.811984237	0.3427305653
SELT	0.3802551947	0.7393283557	0.7434283736	0.3341009652	2.2251608076	1.1539096003	3.87E-10	1.24E-06	5	SELT	0.2641821619	0.304105332	0.3423081971	0.5022351266	0.7434283736	0.3997512489	0.3169333627
HDDC2	0.1637746899	0.4638355925	0.3189009644	0.144060311	2.2136628908	1.146435537	2.64E-05	0.0811228284	5	HDDC2	0.1760291291	0.1262374789	0.17786048	0.0857662824	0.3189009644	0.1250814111	0.1312024611
BAX	0.3950516573	0.8097405403	0.760601651	0.3485953679	2.1819040669	1.1255876712	3.87E-09	1.24E-05	5	BAX	0.2247908582	0.3421639649	0.2438432177	0.6389306234	0.760601651	0.3482604797	0.4508110348
CTSD	0.3653881277	0.7910654922	0.7026338917	0.32252891	2.1785144525	1.1233446843	9.68E-09	3.09E-05	5	CTSD	0.1434315301	0.0608150419	0.1564664434	0.546291162	0.7026338917	0.1546231755	0.9803520554
WDR1	0.3622109043	0.9875994901	0.6964343455	0.3197357815	2.1781557959	1.1231071487	9.06E-06	0.0281237931	5	WDR1	0.2824235583	0.1610906122	0.3420700438	0.621588822	0.6964343455	0.3013653991	0.3014794744
BTN3A2	0.3187870292	1.8635206709	0.6122512962	0.2814918271	2.175023348	1.1210308878	5.14E-06	0.0160011434	5	BTN3A2	0.2527308232	0.4856946414	0.3076177372	0.1902733895	0.6122512962	0.3364436083	0.1654638426
IL10RA	0.2688198456	0.6361118824	0.5162497086	0.2373749722	2.1748278847	1.120901231	3.35E-07	0.0010541761	5	IL10RA	0.2274589021	0.0823541596	0.3682614218	0.2482534855	0.5162497086	0.3104953611	0.2424610419
IL32.1	2.2665172774	3.7043410879	4.3459341703	2.0022524861	2.1705225492	1.1180424106	1.66E-12	5.36E-09	5	IL32	2.6816240187	0.1752751788	4.2297778906	0.1153777769	4.3459341703	4.8483849533	0.1336966585
JAK1	0.2716865236	0.9450710093	0.5190513982	0.2402499092	2.1604644926	1.1113415203	1.33E-06	0.0041757387	5	JAK1	0.2900181024	0.2298700024	0.2589355374	0.2672447615	0.5190513982	0.2199940866	0.1315822457
HLA.B	5.1098585217	4.5924716904	9.7463109851	4.5206302882	2.1559628556	1.1083323225	3.69E-38	1.22E-34	5	HLA.B	4.1364380647	4.4435391458	4.3156031886	5.04609001	9.7463109851	5.6357242472	4.2960628589
ARPC4	0.4354539763	1.4002561217	0.8291812101	0.385416754	2.1513885981	1.1052681375	9.38E-09	2.99E-05	5	ARPC4	0.3659067898	0.2761046251	0.3618903005	0.5176441581	0.8291812101	0.3874351196	0.4365981539
B2M	46.9876846832	25.585577758	89.4146894818	41.5958060245	2.1496082905	1.1040737906	1.55E-100	5.12E-97	5	B2M	42.2291772736	33.7064560943	50.8286833496	41.7415134142	89.4146894818	59.2252428057	28.1434525988
LAT.1	0.3056429951	0.6753395187	0.5797869405	0.2708031355	2.1409904998	1.0982783941	2.25E-07	0.0007113714	5	LAT	0.4100329079	0.0477270212	0.555655632	0.0651380659	0.5797869405	0.4605378703	0.0158024119
CD164	0.4719303176	0.8503080578	0.8903860255	0.4187504523	2.1262926898	1.0883402013	2.42E-08	7.72E-05	5	CD164	0.4290758608	0.52913948	0.5683487317	0.3900960915	0.8903860255	0.3933947647	0.2305952037
DOK2.1	0.3430339229	0.9268638961	0.6460397317	0.3045261244	2.1214591458	1.0850568961	1.88E-07	0.0005929815	5	DOK2	0.2106231851	0.0358281833	0.3866721702	0.6392324342	0.6460397317	0.2348616147	0.4658434804
DSTN	0.2306502748	0.5318260977	0.4311856881	0.2051650297	2.1016529412	1.0715244479	1.36E-06	0.0042516679	5	DSTN	0.220562933	0.0954550136	0.2738079172	0.199619497	0.4311856881	0.3954669379	0.09316542
PFN1	5.2416524252	4.6552854274	9.7941341381	4.6630956992	2.100350233	1.0706299171	6.38E-29	2.10E-25	5	PFN1	3.2916839142	2.9345685252	4.7360587202	8.0765808302	9.7941341381	5.1550637472	5.9017831699
